monster	oninit	level	item1	loc1	mod1	item2	loc2	mod2	item3	loc3	mod3	*eol
palmon4			7cr	larm	4	7cr	larm	4	7cr	larm	4	0
palmon4			urn	head	4	urn	head	4	urn	head	4	0
palmon4			xmg	glov	4	xmg	glov	4	xmg	glov	4	0
palmon4			xmb	feet	4	xmb	feet	4	xmb	feet	4	0
palmon4			ung	tors	4	ung	tors	4	ung	tors	4	0
palmon4			zmb	belt	4	zmb	belt	4	zmb	belt	4	0
palmon5			amu	neck	6	amu	neck	6	amu	neck	6	0
palmon5			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
palmon5			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
palmon5			uit	rarm	7	uit	rarm	7	uit	rarm	7	0
palmon5			7cr	larm	6	7cr	larm	6	7cr	larm	6	0
palmon5			urn	head	6	urn	head	6	urn	head	6	0
palmon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
palmon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
palmon5			upl	tors	6	upl	tors	6	upl	tors	6	0
palmon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
palmon6			amu	neck	6	amu	neck	6	amu	neck	6	0
palmon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
palmon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
palmon6			uit	rarm	7	uit	rarm	7	uit	rarm	7	0
palmon6			7cr	larm	6	7cr	larm	6	7cr	larm	6	0
palmon6			urn	head	6	urn	head	6	urn	head	6	0
palmon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
palmon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
palmon6			upl	tors	6	upl	tors	6	upl	tors	6	0
palmon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
palmon7			amu	neck	6	amu	neck	6	amu	neck	6	0
palmon7			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
palmon7			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
palmon7			uit	rarm	7	uit	rarm	7	uit	rarm	7	0
palmon7			7cr	larm	6	7cr	larm	6	7cr	larm	6	0
palmon7			urn	head	6	urn	head	6	urn	head	6	0
palmon7			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
palmon7			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
palmon7			uar	tors	6	uar	tors	6	uar	tors	6	0
palmon7			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
palmon8			amu	neck	6	amu	neck	6	amu	neck	6	0
palmon8			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
palmon8			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
palmon8			uit	rarm	7	uit	rarm	7	uit	rarm	7	0
palmon8			7cr	larm	6	7cr	larm	6	7cr	larm	6	0
palmon8			urn	head	6	urn	head	6	urn	head	6	0
palmon8			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
palmon8			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
palmon8			uar	tors	6	uar	tors	6	uar	tors	6	0
palmon8			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
palmon9			amu	neck	6	amu	neck	6	amu	neck	6	0
palmon9			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
palmon9			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
palmon9			uit	rarm	7	uit	rarm	7	uit	rarm	7	0
palmon9			Ss1	larm	7	Ss1	larm	7	Ss1	larm	7	0
palmon9			urn	head	6	urn	head	6	urn	head	6	0
palmon9			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
palmon9			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
palmon9			St7	tors	7	St7	tors	7	St7	tors	7	0
palmon9			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
palmon10			amu	neck	6	amu	neck	6	amu	neck	6	0
palmon10			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
palmon10			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
palmon10			uit	rarm	7	uit	rarm	7	uit	rarm	7	0
palmon10			Ss2	larm	7	Ss2	larm	7	Ss2	larm	7	0
palmon10			urn	head	6	urn	head	6	urn	head	6	0
palmon10			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
palmon10			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
palmon10			St7	tors	7	St7	tors	7	St7	tors	7	0
palmon10			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
barmon1			amu	neck	2	amu	neck	2	amu	neck	2	0
barmon1			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
barmon1			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
barmon1			7ga	rarm	2	7ga	rarm	2	7ga	rarm	2	0
barmon1			7ga	larm	2	7ga	larm	2	7ga	larm	2	0
barmon1			bae	head	2	bae	head	2	bae	head	2	0
barmon1			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
barmon1			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
barmon1			uui	tors	2	uui	tors	2	uui	tors	2	0
barmon1			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
barmon2			amu	neck	2	amu	neck	2	amu	neck	2	0
barmon2			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
barmon2			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
barmon2			7ga	rarm	2	7ga	rarm	2	7ga	rarm	2	0
barmon2			7ga	larm	2	7ga	larm	2	7ga	larm	2	0
barmon2			bae	head	2	bae	head	2	bae	head	2	0
barmon2			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
barmon2			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
barmon2			uui	tors	2	uui	tors	2	uui	tors	2	0
barmon2			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
barmon3			amu	neck	4	amu	neck	4	amu	neck	4	0
barmon3			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
barmon3			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
barmon3			7ga	rarm	4	7ga	rarm	4	7ga	rarm	4	0
barmon3			7ga	larm	4	7ga	larm	4	7ga	larm	4	0
barmon3			bae	head	4	bae	head	4	bae	head	4	0
barmon3			lgl	glov	4	lgl	glov	4	lgl	glov	4	0
barmon3			lbt	feet	4	lbt	feet	4	lbt	feet	4	0
barmon3			ung	tors	4	ung	tors	4	ung	tors	4	0
barmon3			lbl	belt	4	lbl	belt	4	lbl	belt	4	0
barmon4			amu	neck	4	amu	neck	4	amu	neck	4	0
barmon4			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
barmon4			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
barmon4			7ga	rarm	4	7ga	rarm	4	7ga	rarm	4	0
barmon4			7ga	larm	4	7ga	larm	4	7ga	larm	4	0
barmon4			bae	head	4	bae	head	4	bae	head	4	0
barmon4			xmg	glov	4	xmg	glov	4	xmg	glov	4	0
barmon4			xmb	feet	4	xmb	feet	4	xmb	feet	4	0
barmon4			ung	tors	4	ung	tors	4	ung	tors	4	0
barmon4			zmb	belt	4	zmb	belt	4	zmb	belt	4	0
barmon5			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon5			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon5			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon5			7ga	rarm	6	7ga	rarm	6	7ga	rarm	6	0
barmon5			7ga	larm	6	7ga	larm	6	7ga	larm	6	0
barmon5			bae	head	6	bae	head	6	bae	head	6	0
barmon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
barmon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
barmon5			upl	tors	6	upl	tors	6	upl	tors	6	0
barmon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
barmon6			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon6			7ga	rarm	6	7ga	rarm	6	7ga	rarm	6	0
barmon6			7ga	larm	6	7ga	larm	6	7ga	larm	6	0
barmon6			bae	head	6	bae	head	6	bae	head	6	0
barmon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
barmon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
barmon6			upl	tors	6	upl	tors	6	upl	tors	6	0
barmon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
barmon7			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon7			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon7			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon7			7ga	rarm	6	7ga	rarm	6	7ga	rarm	6	0
barmon7			7ga	larm	6	7ga	larm	6	7ga	larm	6	0
barmon7			bae	head	6	bae	head	6	bae	head	6	0
barmon7			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
barmon7			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
barmon7			uar	tors	6	uar	tors	6	uar	tors	6	0
barmon7			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
barmon8			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon8			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon8			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon8			7ga	rarm	6	7ga	rarm	6	7ga	rarm	6	0
barmon8			7ga	larm	6	7ga	larm	6	7ga	larm	6	0
barmon8			bae	head	6	bae	head	6	bae	head	6	0
barmon8			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
barmon8			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
barmon8			uar	tors	6	uar	tors	6	uar	tors	6	0
barmon8			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
barmon9			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon9			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon9			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon9			Ss1	rarm	7	Ss1	rarm	7	Ss1	rarm	7	0
barmon9			Ss1	larm	7	Ss1	larm	7	Ss1	larm	7	0
barmon9			bae	head	7	bae	head	7	bae	head	7	0
barmon9			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
barmon9			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
barmon9			St8	tors	7	St8	tors	7	St8	tors	7	0
barmon9			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
barmon10			amu	neck	6	amu	neck	6	amu	neck	6	0
barmon10			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
barmon10			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
barmon10			Ss1	rarm	7	Ss1	rarm	7	Ss1	rarm	7	0
barmon10			Ss1	larm	7	Ss1	larm	7	Ss1	larm	7	0
barmon10			bae	head	7	bae	head	7	bae	head	7	0
barmon10			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
barmon10			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
barmon10			St8	tors	7	St8	tors	7	St8	tors	7	0
barmon10			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
drumon1			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon1			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon1			rin	rrin	7	rin	rrin	7	rin	rrin	7	0
drumon1			buc	rarm	6	buc	rarm	6	buc	rarm	6	0
drumon1			7sp	larm	2	7sp	larm	2	7sp	larm	2	0
drumon1			drb	head	2	drb	head	2	drb	head	2	0
drumon1			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
drumon1			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
drumon1			uui	tors	2	uui	tors	2	uui	tors	2	0
drumon1			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
drumon2			amu	neck	2	amu	neck	2	amu	neck	2	0
drumon2			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
drumon2			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
drumon2			buc	rarm	2	buc	rarm	2	buc	rarm	2	0
drumon2			7sp	larm	2	7sp	larm	2	7sp	larm	2	0
drumon2			drb	head	2	drb	head	2	drb	head	2	0
drumon2			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
drumon2			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
drumon2			uui	tors	2	uui	tors	2	uui	tors	2	0
drumon2			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
drumon3			amu	neck	4	amu	neck	4	amu	neck	4	0
drumon3			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
drumon3			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
drumon3			buc	rarm	4	buc	rarm	4	buc	rarm	4	0
drumon3			7sp	larm	4	7sp	larm	4	7sp	larm	4	0
drumon3			drb	head	4	drb	head	4	drb	head	4	0
drumon3			lgl	glov	4	lgl	glov	4	lgl	glov	4	0
drumon3			lbt	feet	4	lbt	feet	4	lbt	feet	4	0
drumon3			ung	tors	4	ung	tors	4	ung	tors	4	0
drumon3			lbl	belt	4	lbl	belt	4	lbl	belt	4	0
drumon4			amu	neck	4	amu	neck	4	amu	neck	4	0
drumon4			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
drumon4			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
drumon4			lrg	rarm	4	lrg	rarm	4	lrg	rarm	4	0
drumon4			7sp	larm	4	7sp	larm	4	7sp	larm	4	0
drumon4			drb	head	4	drb	head	4	drb	head	4	0
drumon4			xmg	glov	4	xmg	glov	4	xmg	glov	4	0
drumon4			xmb	feet	4	xmb	feet	4	xmb	feet	4	0
drumon4			ung	tors	4	ung	tors	4	ung	tors	4	0
drumon4			zmb	belt	4	zmb	belt	4	zmb	belt	4	0
drumon5			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon5			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon5			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon5			lrg	rarm	6	lrg	rarm	6	lrg	rarm	6	0
drumon5			7sp	larm	6	7sp	larm	6	7sp	larm	6	0
drumon5			drb	head	6	drb	head	6	drb	head	6	0
drumon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
drumon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
drumon5			upl	tors	6	upl	tors	6	upl	tors	6	0
drumon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
drumon6			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon6			lrg	rarm	6	lrg	rarm	6	lrg	rarm	6	0
drumon6			7sp	larm	6	7sp	larm	6	7sp	larm	6	0
drumon6			drb	head	6	drb	head	6	drb	head	6	0
drumon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
drumon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
drumon6			upl	tors	6	upl	tors	6	upl	tors	6	0
drumon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
drumon7			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon7			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon7			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon7			uts	rarm	6	uts	rarm	6	uts	rarm	6	0
drumon7			7sp	larm	6	7sp	larm	6	7sp	larm	6	0
drumon7			drb	head	6	drb	head	6	drb	head	6	0
drumon7			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
drumon7			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
drumon7			uar	tors	6	uar	tors	6	uar	tors	6	0
drumon7			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
drumon8			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon8			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon8			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon8			uts	rarm	6	uts	rarm	6	uts	rarm	6	0
drumon8			7sp	larm	6	7sp	larm	6	7sp	larm	6	0
drumon8			drb	head	6	drb	head	6	drb	head	6	0
drumon8			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
drumon8			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
drumon8			uar	tors	6	uar	tors	6	uar	tors	6	0
drumon8			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
drumon9			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon9			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon9			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon9			uts	rarm	6	uts	rarm	6	uts	rarm	6	0
drumon9			7sp	larm	7	7sp	larm	7	7sp	larm	7	0
drumon9			dra	head	7	dra	head	7	dra	head	7	0
drumon9			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
drumon9			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
drumon9			St9	tors	7	St9	tors	7	St9	tors	7	0
drumon9			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
drumon10			amu	neck	6	amu	neck	6	amu	neck	6	0
drumon10			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
drumon10			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
drumon10			uts	rarm	6	uts	rarm	6	uts	rarm	6	0
drumon10			7sp	larm	7	7sp	larm	7	7sp	larm	7	0
drumon10			dra	head	7	dra	head	7	dra	head	7	0
drumon10			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
drumon10			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
drumon10			St9	tors	7	St9	tors	7	St9	tors	7	0
drumon10			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
assmon1			amu	neck	2	amu	neck	2	amu	neck	2	0
assmon1			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
assmon1			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
assmon1			ktr	rarm	2	ktr	rarm	2	ktr	rarm	2	0
assmon1			wrb	larm	2	wrb	larm	2	wrb	larm	2	0
assmon1			ci3	head	2	ci3	head	2	ci3	head	2	0
assmon1			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
assmon1			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
assmon1			uui	tors	2	uui	tors	2	uui	tors	2	0
assmon1			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
assmon2			amu	neck	2	amu	neck	2	amu	neck	2	0
assmon2			rin	lrin	2	rin	lrin	2	rin	lrin	2	0
assmon2			rin	rrin	2	rin	rrin	2	rin	rrin	2	0
assmon2			ktr	rarm	2	ktr	rarm	2	ktr	rarm	2	0
assmon2			wrb	larm	2	wrb	larm	2	wrb	larm	2	0
assmon2			ci3	head	2	ci3	head	2	ci3	head	2	0
assmon2			lgl	glov	2	lgl	glov	2	lgl	glov	2	0
assmon2			lbt	feet	2	lbt	feet	2	lbt	feet	2	0
assmon2			uui	tors	2	uui	tors	2	uui	tors	2	0
assmon2			lbl	belt	2	lbl	belt	2	lbl	belt	2	0
assmon3			amu	neck	4	amu	neck	4	amu	neck	4	0
assmon3			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
assmon3			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
assmon3			ktr	rarm	4	ktr	rarm	4	ktr	rarm	4	0
assmon3			wrb	larm	4	wrb	larm	4	wrb	larm	4	0
assmon3			ci3	head	4	ci3	head	4	ci3	head	4	0
assmon3			lgl	glov	4	lgl	glov	4	lgl	glov	4	0
assmon3			lbt	feet	4	lbt	feet	4	lbt	feet	4	0
assmon3			uui	tors	2	uui	tors	2	uui	tors	2	0
assmon3			lbl	belt	4	lbl	belt	4	lbl	belt	4	0
assmon4			amu	neck	4	amu	neck	4	amu	neck	4	0
assmon4			rin	lrin	4	rin	lrin	4	rin	lrin	4	0
assmon4			rin	rrin	4	rin	rrin	4	rin	rrin	4	0
assmon4			9cs	rarm	4	9cs	rarm	4	9cs	rarm	4	0
assmon4			9lw	larm	4	9lw	larm	4	9lw	larm	4	0
assmon4			ci3	head	4	ci3	head	4	ci3	head	4	0
assmon4			xmg	glov	4	xmg	glov	4	xmg	glov	4	0
assmon4			xmb	feet	4	xmb	feet	4	xmb	feet	4	0
assmon4			uui	tors	2	uui	tors	2	uui	tors	2	0
assmon4			zmb	belt	4	zmb	belt	4	zmb	belt	4	0
assmon5			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon5			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon5			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon5			9cs	rarm	6	9cs	rarm	6	9cs	rarm	6	0
assmon5			9lw	larm	6	9lw	larm	6	9lw	larm	6	0
assmon5			ci3	head	6	ci3	head	6	ci3	head	6	0
assmon5			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
assmon5			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
assmon5			uea	tors	6	uea	tors	6	uea	tors	6	0
assmon5			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
assmon6			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon6			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon6			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon6			9cs	rarm	6	9cs	rarm	6	9cs	rarm	6	0
assmon6			9lw	larm	6	9lw	larm	6	9lw	larm	6	0
assmon6			ci3	head	6	ci3	head	6	ci3	head	6	0
assmon6			xmg	glov	6	xmg	glov	6	xmg	glov	6	0
assmon6			xmb	feet	6	xmb	feet	6	xmb	feet	6	0
assmon6			uea	tors	6	uea	tors	6	uea	tors	6	0
assmon6			zmb	belt	6	zmb	belt	6	zmb	belt	6	0
assmon7			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon7			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon7			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon7			7tw	rarm	6	7tw	rarm	6	7tw	rarm	6	0
assmon7			7qr	larm	6	7qr	larm	6	7qr	larm	6	0
assmon7			ci3	head	6	ci3	head	6	ci3	head	6	0
assmon7			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
assmon7			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
assmon7			ula	tors	6	ula	tors	6	ula	tors	6	0
assmon7			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
assmon8			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon8			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon8			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon8			7tw	rarm	6	7tw	rarm	6	7tw	rarm	6	0
assmon8			7qr	larm	6	7qr	larm	6	7qr	larm	6	0
assmon8			ci3	head	6	ci3	head	6	ci3	head	6	0
assmon8			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
assmon8			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
assmon8			ula	tors	6	ula	tors	6	ula	tors	6	0
assmon8			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
assmon9			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon9			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon9			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon9			Ss3	rarm	7	Ss3	rarm	7	Ss3	rarm	7	0
assmon9			Ss4	larm	7	Ss4	larm	7	Ss4	larm	7	0
assmon9			ci3	head	6	ci3	head	6	ci3	head	6	0
assmon9			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
assmon9			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
assmon9			St0	tors	7	St0	tors	7	St0	tors	7	0
assmon9			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
assmon10			amu	neck	6	amu	neck	6	amu	neck	6	0
assmon10			rin	lrin	6	rin	lrin	6	rin	lrin	6	0
assmon10			rin	rrin	6	rin	rrin	6	rin	rrin	6	0
assmon10			Ss3	rarm	7	Ss3	rarm	7	Ss3	rarm	7	0
assmon10			Ss4	larm	7	Ss4	larm	7	Ss4	larm	7	0
assmon10			ci3	head	6	ci3	head	6	ci3	head	6	0
assmon10			uhg	glov	6	uhg	glov	6	uhg	glov	6	0
assmon10			uhb	feet	6	uhb	feet	6	uhb	feet	6	0
assmon10			St0	tors	7	St0	tors	7	St0	tors	7	0
assmon10			uhc	belt	6	uhc	belt	6	uhc	belt	6	0
iceclone			St1	tors	7	St1	tors	7	St1	tors	7	0
hydra1			St2	tors	7	St2	tors	7	St2	tors	7	0
hydra2			St2	tors	7	St2	tors	7	St2	tors	7	0
hydra3			St2	tors	7	St2	tors	7	St2	tors	7	0
minidiablo			St3	tors	7	St3	tors	7	St3	tors	7	0
