description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Trials 11	1			100	18	70	5		1	K06							K06,qty=4	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	6		1	K06							K06,qty=5	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	7		1	K06							K06,qty=6	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	8		1	K06							K06,qty=7	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	9		1	K06							K06,qty=8	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	10		1	K06							K06,qty=9	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	11		1	K06							K06,qty=10	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	12		1	K06							K06,qty=11	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	13		1	K06							K06,qty=12	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	14		1	K06							K06,qty=13	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	15		1	K06							K06,qty=14	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	16		1	K06							K06,qty=15	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	17		1	K06							K06,qty=16	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	18		1	K06							K06,qty=17	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	19		1	K06							K06,qty=18	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	20		1	K06							K06,qty=19	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	21		1	K06							K06,qty=20	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	22		1	K06							K06,qty=21	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	23		1	K06							K06,qty=22	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	24		1	K06							K06,qty=23	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	25		1	K06							K06,qty=24	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	26		1	K06							K06,qty=25	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	27		1	K06							K06,qty=26	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	28		1	K06							K06,qty=27	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	29		1	K06							K06,qty=28	99																												Red Portal,qty=147																																																										0
Trials 11	1			100	18	70	30		1	K06							K06,qty=29	99																												Red Portal,qty=147																																																										0
Trials 12	1			100	18	70	1		1	K07							Red Portal,qty=148																																																																																							0
Trials 12	1			100	18	70	2		1	K07							K07,qty=1	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	3		1	K07							K07,qty=2	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	4		1	K07							K07,qty=3	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	5		1	K07							K07,qty=4	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	6		1	K07							K07,qty=5	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	7		1	K07							K07,qty=6	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	8		1	K07							K07,qty=7	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	9		1	K07							K07,qty=8	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	10		1	K07							K07,qty=9	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	11		1	K07							K07,qty=10	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	12		1	K07							K07,qty=11	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	13		1	K07							K07,qty=12	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	14		1	K07							K07,qty=13	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	15		1	K07							K07,qty=14	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	16		1	K07							K07,qty=15	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	17		1	K07							K07,qty=16	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	18		1	K07							K07,qty=17	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	19		1	K07							K07,qty=18	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	20		1	K07							K07,qty=19	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	21		1	K07							K07,qty=19	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	22		1	K07							K07,qty=20	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	23		1	K07							K07,qty=22	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	24		1	K07							K07,qty=23	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	25		1	K07							K07,qty=24	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	26		1	K07							K07,qty=25	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	27		1	K07							K07,qty=26	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	28		1	K07							K07,qty=27	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	29		1	K07							K07,qty=28	99																												Red Portal,qty=148																																																										0
Trials 12	1			100	18	70	30		1	K07							K07,qty=29	99																												Red Portal,qty=148																																																										0
Trials 13	1			100	18	70	1		1	K08							Red Portal,qty=149																																																																																							0
Trials 13	1			100	18	70	2		1	K08							K08,qty=1	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	3		1	K08							K08,qty=2	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	4		1	K08							K08,qty=3	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	5		1	K08							K08,qty=4	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	6		1	K08							K08,qty=5	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	7		1	K08							K08,qty=6	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	8		1	K08							K08,qty=7	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	9		1	K08							K08,qty=8	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	10		1	K08							K08,qty=9	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	11		1	K08							K08,qty=10	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	12		1	K08							K08,qty=11	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	13		1	K08							K08,qty=12	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	14		1	K08							K08,qty=13	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	15		1	K08							K08,qty=14	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	16		1	K08							K08,qty=15	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	17		1	K08							K08,qty=16	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	18		1	K08							K08,qty=17	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	19		1	K08							K08,qty=18	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	20		1	K08							K08,qty=19	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	21		1	K08							K08,qty=20	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	22		1	K08							K08,qty=21	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	23		1	K08							K08,qty=22	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	24		1	K08							K08,qty=23	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	25		1	K08							K08,qty=24	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	26		1	K08							K08,qty=25	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	27		1	K08							K08,qty=26	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	28		1	K08							K08,qty=27	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	29		1	K08							K08,qty=28	99																												Red Portal,qty=149																																																										0
Trials 13	1			100	18	70	30		1	K08							K08,qty=29	99																												Red Portal,qty=149																																																										0
Trials 14	1			100	18	70	1		1	K09							Red Portal,qty=150																																																																																							0
Trials 14	1			100	18	70	2		1	K09							K09,qty=1	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	3		1	K09							K09,qty=2	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	4		1	K09							K09,qty=3	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	5		1	K09							K09,qty=4	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	6		1	K09							K09,qty=5	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	7		1	K09							K09,qty=6	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	8		1	K09							K09,qty=7	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	9		1	K09							K09,qty=8	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	10		1	K09							K09,qty=9	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	11		1	K09							K09,qty=10	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	12		1	K09							K09,qty=11	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	13		1	K09							K09,qty=12	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	14		1	K09							K09,qty=13	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	15		1	K09							K09,qty=14	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	16		1	K09							K09,qty=15	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	17		1	K09							K09,qty=16	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	18		1	K09							K09,qty=17	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	19		1	K09							K09,qty=18	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	20		1	K09							K09,qty=19	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	21		1	K09							K09,qty=20	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	22		1	K09							K09,qty=21	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	23		1	K09							K09,qty=22	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	24		1	K09							K09,qty=23	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	25		1	K09							K09,qty=24	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	26		1	K09							K09,qty=25	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	27		1	K09							K09,qty=26	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	28		1	K09							K09,qty=27	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	29		1	K09							K09,qty=28	99																												Red Portal,qty=150																																																										0
Trials 14	1			100	18	70	30		1	K09							K09,qty=29	99																												Red Portal,qty=150																																																										0
Trials 15	1			100	18	70	1		1	K10							Red Portal,qty=151																																																																																							0
Trials 15	1			100	18	70	2		1	K10							K10,qty=1	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	3		1	K10							K10,qty=2	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	4		1	K10							K10,qty=3	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	5		1	K10							K10,qty=4	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	6		1	K10							K10,qty=5	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	7		1	K10							K10,qty=6	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	8		1	K10							K10,qty=7	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	9		1	K10							K10,qty=8	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	10		1	K10							K10,qty=9	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	11		1	K10							K10,qty=10	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	12		1	K10							K10,qty=11	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	13		1	K10							K10,qty=12	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	14		1	K10							K10,qty=13	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	15		1	K10							K10,qty=14	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	16		1	K10							K10,qty=15	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	17		1	K10							K10,qty=16	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	18		1	K10							K10,qty=17	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	19		1	K10							K10,qty=18	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	20		1	K10							K10,qty=19	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	21		1	K10							K10,qty=20	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	22		1	K10							K10,qty=21	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	23		1	K10							K10,qty=22	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	24		1	K10							K10,qty=23	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	25		1	K10							K10,qty=24	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	26		1	K10							K10,qty=25	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	27		1	K10							K10,qty=26	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	28		1	K10							K10,qty=27	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	29		1	K10							K10,qty=28	99																												Red Portal,qty=151																																																										0
Trials 15	1			100	18	70	30		1	K10							K10,qty=29	99																												Red Portal,qty=151																																																										0
Trials 16	1			100	18	70	1		1	K11							Red Portal,qty=152																																																																																							0
Trials 16	1			100	18	70	2		1	K11							K11,qty=1	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	3		1	K11							K11,qty=2	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	4		1	K11							K11,qty=3	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	5		1	K11							K11,qty=4	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	6		1	K11							K11,qty=5	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	7		1	K11							K11,qty=6	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	8		1	K11							K11,qty=7	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	9		1	K11							K11,qty=8	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	10		1	K11							K11,qty=9	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	11		1	K11							K11,qty=10	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	12		1	K11							K11,qty=11	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	13		1	K11							K11,qty=12	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	14		1	K11							K11,qty=13	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	15		1	K11							K11,qty=14	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	16		1	K11							K11,qty=15	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	17		1	K11							K11,qty=16	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	18		1	K11							K11,qty=17	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	19		1	K11							K11,qty=18	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	20		1	K11							K11,qty=19	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	21		1	K11							K11,qty=20	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	22		1	K11							K11,qty=21	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	23		1	K11							K11,qty=22	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	24		1	K11							K11,qty=23	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	25		1	K11							K11,qty=24	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	26		1	K11							K11,qty=25	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	27		1	K11							K11,qty=26	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	28		1	K11							K11,qty=27	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	29		1	K11							K11,qty=28	99																												Red Portal,qty=152																																																										0
Trials 16	1			100	18	70	30		1	K11							K11,qty=29	99																												Red Portal,qty=152																																																										0
Trials 17	1			100	18	70	1		1	K12							Red Portal,qty=153																																																																																							0
Trials 17	1			100	18	70	2		1	K12							K12,qty=1	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	3		1	K12							K12,qty=2	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	4		1	K12							K12,qty=3	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	5		1	K12							K12,qty=4	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	6		1	K12							K12,qty=5	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	7		1	K12							K12,qty=6	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	8		1	K12							K12,qty=7	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	9		1	K12							K12,qty=8	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	10		1	K12							K12,qty=9	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	11		1	K12							K12,qty=10	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	12		1	K12							K12,qty=11	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	13		1	K12							K12,qty=12	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	14		1	K12							K12,qty=13	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	15		1	K12							K12,qty=14	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	16		1	K12							K12,qty=15	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	17		1	K12							K12,qty=16	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	18		1	K12							K12,qty=17	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	19		1	K12							K12,qty=18	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	20		1	K12							K12,qty=19	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	21		1	K12							K12,qty=20	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	22		1	K12							K12,qty=21	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	23		1	K12							K12,qty=22	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	24		1	K12							K12,qty=23	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	25		1	K12							K12,qty=24	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	26		1	K12							K12,qty=25	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	27		1	K12							K12,qty=26	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	28		1	K12							K12,qty=27	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	29		1	K12							K12,qty=28	99																												Red Portal,qty=153																																																										0
Trials 17	1			100	18	70	30		1	K12							K12,qty=29	99																												Red Portal,qty=153																																																										0
Trials 18	1			100	18	70	1		1	K13							Red Portal,qty=154																																																																																							0
Trials 18	1			100	18	70	2		1	K13							K13,qty=1	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	3		1	K13							K13,qty=2	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	4		1	K13							K13,qty=3	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	5		1	K13							K13,qty=4	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	6		1	K13							K13,qty=5	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	7		1	K13							K13,qty=6	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	8		1	K13							K13,qty=7	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	9		1	K13							K13,qty=8	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	10		1	K13							K13,qty=9	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	11		1	K13							K13,qty=10	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	12		1	K13							K13,qty=11	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	13		1	K13							K13,qty=12	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	14		1	K13							K13,qty=13	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	15		1	K13							K13,qty=14	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	16		1	K13							K13,qty=15	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	17		1	K13							K13,qty=16	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	18		1	K13							K13,qty=17	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	19		1	K13							K13,qty=18	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	20		1	K13							K13,qty=19	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	21		1	K13							K13,qty=19	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	22		1	K13							K13,qty=20	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	23		1	K13							K13,qty=22	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	24		1	K13							K13,qty=23	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	25		1	K13							K13,qty=24	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	26		1	K13							K13,qty=25	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	27		1	K13							K13,qty=26	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	28		1	K13							K13,qty=27	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	29		1	K13							K13,qty=28	99																												Red Portal,qty=154																																																										0
Trials 18	1			100	18	70	30		1	K13							K13,qty=29	99																												Red Portal,qty=154																																																										0
Trials 19	1			100	18	70	1		1	K14							Red Portal,qty=155																																																																																							0
Trials 19	1			100	18	70	2		1	K14							K14,qty=1	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	3		1	K14							K14,qty=2	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	4		1	K14							K14,qty=3	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	5		1	K14							K14,qty=4	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	6		1	K14							K14,qty=5	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	7		1	K14							K14,qty=6	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	8		1	K14							K14,qty=7	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	9		1	K14							K14,qty=8	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	10		1	K14							K14,qty=9	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	11		1	K14							K14,qty=10	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	12		1	K14							K14,qty=11	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	13		1	K14							K14,qty=12	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	14		1	K14							K14,qty=13	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	15		1	K14							K14,qty=14	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	16		1	K14							K14,qty=15	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	17		1	K14							K14,qty=16	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	18		1	K14							K14,qty=17	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	19		1	K14							K14,qty=18	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	20		1	K14							K14,qty=19	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	21		1	K14							K14,qty=20	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	22		1	K14							K14,qty=21	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	23		1	K14							K14,qty=22	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	24		1	K14							K14,qty=23	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	25		1	K14							K14,qty=24	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	26		1	K14							K14,qty=25	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	27		1	K14							K14,qty=26	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	28		1	K14							K14,qty=27	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	29		1	K14							K14,qty=28	99																												Red Portal,qty=155																																																										0
Trials 19	1			100	18	70	30		1	K14							K14,qty=29	99																												Red Portal,qty=155																																																										0
Trials 20	1			100	18	70	1		1	K15							Red Portal,qty=156																																																																																							0
Trials 20	1			100	18	70	2		1	K15							K15,qty=1	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	3		1	K15							K15,qty=2	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	4		1	K15							K15,qty=3	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	5		1	K15							K15,qty=4	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	6		1	K15							K15,qty=5	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	7		1	K15							K15,qty=6	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	8		1	K15							K15,qty=7	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	9		1	K15							K15,qty=8	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	10		1	K15							K15,qty=9	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	11		1	K15							K15,qty=10	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	12		1	K15							K15,qty=11	99																												Red Portal,qty=156																																																										0
Trials 20	1			100	18	70	13		1	K15							K15,qty=12	99																												Red Portal,qty=156																																																										0
